taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genus,Species,Assembly Method,High Quality,Has Coverage,Strain,Culture Type,Cultured,Isolation,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count   * assembled,Coding Base Count %   * assembled,Coding Base Count NP ,Coding Base Count NP % ,Depth,Temperature,Salinity (ppt),Environment,Link,Genome,Species,latitude,longitude,clade,Species_Color,Env_Color,Completeness,Contamination,Circular,Completeness - 5xcontamination,Genome Type,,
MEOGFAGI,Bacteria,,,,,TARA_SAMEA2620542_METAG_MEOGFAGI ,Alteromonas,Alteromonas macleodii MEOGFAGI ,,,,,,,,3267966,,667,,,,,,,5,27.9565,,,,Alteromonas_macleodii_SAMEA2620542,Alteromonas macleodii,-16.957,53.9801,3,,,80.62,01.07,N,75.27,MAG,,
NONNIGNP,Bacteria,,,,,TARA_SAMEA2620734_METAG_NONNIGNP ,Alteromonas,Alteromonas macleodii NONNIGNP ,,,,,,,,3647847,,616,,,,,,,66,25.1139,,,,Alteromonas_macleodii_SAMEA2620734,Alteromonas macleodii,-17.2855,42.2866,5,,,83.57,1.74,N,74.87,MAG,,
EEKNENIE,Bacteria,,,,,TARA_SAMEA2620815_METAG_EEKNENIE ,Alteromonas,Alteromonas macleodii EEKNENIE ,,,,,,,,3618791,,314,,,,,,,1000,7.552,,,,Alteromonas_macleodii_SAMEA2620815,Alteromonas macleodii,-29.5046,37.9599,8,,,80.92,1.49,N,73.47,MAG,,
NCPOODDG,Bacteria,,,,,TARA_SAMEA2620828_METAG_NCPOODDG ,Alteromonas,Alteromonas macleodii NCPOODDG ,,,,,,,,2463408,,621,,,,,,,65,22.2153,,,,Alteromonas_macleodii_SAMEA2620828,Alteromonas macleodii,-29.5333,37.9117,8,,,60.08,1.23,N,53.93,MAG,,
GFDHHHGO,Bacteria,,,,,TARA_SAMEA2620882_METAG_GFDHHHGO ,Alteromonas,Alteromonas macleodii GFDHHHGO ,,,,,,,,3469138,,432,,,,,,,850,8.3303,,,,Alteromonas_macleodii_SAMEA2620882,Alteromonas macleodii,-35.1889,26.2905,8,,,70.95,0.8,N,66.95,MAG,,
GJEPBGGD,Bacteria,,,,,TARA_SAMEA2620882_METAG_GJEPBGGD ,Alteromonas,Alteromonas australica GJEPBGGD ,,,,,,,,3704476,,126,,,,,,,850,8.3303,,,,Alteromonas_australica_SAMEA2620882,Alteromonas australica,-35.1889,26.2905,12,,,78.9,0.06,N,78.6,MAG,,
BFDFBIKP,Bacteria,,,,,TARA_SAMEA2620995_METAG_BFDFBIKP ,Alteromonas,Alteromonas australica BFDFBIKP ,,,,,,,,3930519,,104,,,,,,,700,7.3214,,,,Alteromonas_australica_SAMEA2620995,Alteromonas australica,-31.0198,4.6685,13,,,69.08,0.36,N,67.28,MAG,,
JALHFPLJ,Bacteria,,,,,TARA_SAMEA2620995_METAG_JALHFPLJ ,Alteromonas,Alteromonas macleodii JALHFPLJ ,,,,,,,,3549560,,354,,,,,,,700,7.3214,,,,Alteromonas_macleodii_SAMEA2620995,Alteromonas macleodii,-31.0198,4.6685,7,,,40.41,0.28,N,39.01,MAG,,
FHBCEPPH,Bacteria,,,,,TARA_SAMEA2621013_METAG_FHBCEPPH ,Alteromonas,Alteromonas australica FHBCEPPH ,,,,,,,,3628309,,145,,,,,,,5,16.8632,,,,Alteromonas_australica_SAMEA2621013,Alteromonas australica,-31.0266,4.665,12,,,78.21,0.82,N,74.11,MAG,,
DGKNMHLE,Bacteria,,,,,TARA_SAMEA2621020_METAG_DGKNMHLE ,Alteromonas,Alteromonas australica DGKNMHLE ,,,,,,,,4042658,,50,,,,,,,5,16.8632,,,,Alteromonas_australica_SAMEA2621020,Alteromonas australica,-31.0266,4.665,13,,,91.9,0.46,N,89.6,MAG,,
JAJGGMJP,Bacteria,,,,,TARA_SAMEA2621021_METAG_JAJGGMJP ,Alteromonas,Alteromonas australica JAJGGMJP ,,,,,,,,4016539,,95,,,,,,,5,16.8632,,,,Alteromonas_australica_SAMEA2621021,Alteromonas australica,-31.0266,4.665,11,,,72.47,0.35,N,70.72,MAG,,
MKIGFGMC,Bacteria,,,,,TARA_SAMEA2621021_METAG_MKIGFGMC ,Alteromonas,Alteromonas macleodii MKIGFGMC ,,,,,,,,4241360,,162,,,,,,,5,16.8632,,,,Alteromonas_macleodii_SAMEA2621021,Alteromonas macleodii,-31.0266,4.665,6,,,82.82,0.31,N,81.27,MAG,,
BOIEAKJP,Bacteria,,,,,TARA_SAMEA2621037_METAG_BOIEAKJP ,Alteromonas,Alteromonas australica BOIEAKJP ,,,,,,,,3938393,,116,,,,,,,50,16.7488,,,,Alteromonas_australica_SAMEA2621037,Alteromonas australica,-31.027,4.6802,14,,,81.18,0.08,N,80.78,MAG,,
GHKOIDBF,Bacteria,,,,,TARA_SAMEA2621037_METAG_GHKOIDBF ,Alteromonas,Alteromonas macleodii GHKOIDBF ,,,,,,,,3320442,,400,,,,,,,50,16.7488,,,,Alteromonas_macleodii_SAMEA2621037,Alteromonas macleodii,-31.027,4.6802,7,,,32.4,0,N,32.4,MAG,,
JOAMDGOD,Bacteria,,,,,TARA_SAMEA2621044_METAG_JOAMDGOD ,Alteromonas,Alteromonas macleodii JOAMDGOD ,,,,,,,,4087084,,232,,,,,,,50,16.7488,,,,Alteromonas_macleodii_SAMEA2621044,Alteromonas macleodii,-31.027,4.6802,3,,,76.14,0.39,N,74.19,MAG,,
NOLHAABM,Bacteria,,,,,TARA_SAMEA2621044_METAG_NOLHAABM ,Alteromonas,Alteromonas australica NOLHAABM ,,,,,,,,3623511,,131,,,,,,,50,16.7488,,,,Alteromonas_australica_SAMEA2621044,Alteromonas australica,-31.027,4.6802,12,,,75.15,0.42,N,73.05,MAG,,
OHODKCPK,Bacteria,,,,,TARA_SAMEA2621045_METAG_OHODKCPK ,Alteromonas,Alteromonas australica OHODKCPK ,,,,,,,,3424078,,483,,,,,,,50,16.7488,,,,Alteromonas_australica_SAMEA2621045,Alteromonas australica,-31.027,4.6802,11,,,31.12,0,N,31.12,MAG,,
EHDOKGKK,Bacteria,,,,,TARA_SAMEA2621066_METAG_EHDOKGKK ,Alteromonas,Alteromonas australica EHDOKGKK ,,,,,,,,4067446,,119,,,,,,,5,19.77,,,,Alteromonas_australica_SAMEA2621066,Alteromonas australica,-20.4091,-3.1759,14,,,87.25,0.76,N,83.45,MAG,,
AJABBKHB,Bacteria,,,,,TARA_SAMEA2621076_METAG_AJABBKHB ,Alteromonas,Alteromonas sp. AJABBKHB ,,,,,,,,2401633,,437,,,,,,,5,19.77,,,,Alteromonas_sp_SAMEA2621076,Alteromonas sp.,-20.4091,-3.1759,17,,,27.32,0.66,N,24.02,MAG,,
GINCPJEM,Bacteria,,,,,TARA_SAMEA2621076_METAG_GINCPJEM ,Alteromonas,Alteromonas australica GINCPJEM ,,,,,,,,3727631,,121,,,,,,,5,19.77,,,,Alteromonas_australica_SAMEA2621076,Alteromonas australica,-20.4091,-3.1759,11,,,33.27,0,N,33.27,MAG,,
KBKFGPDA,Bacteria,,,,,TARA_SAMEA2621076_METAG_KBKFGPDA ,Alteromonas,Alteromonas macleodii KBKFGPDA ,,,,,,,,3665876,,332,,,,,,,5,19.77,,,,Alteromonas_macleodii_SAMEA2621076,Alteromonas macleodii,-20.4091,-3.1759,6,,,25,0,N,25,MAG,,
COOHPKLC,Bacteria,,,,,TARA_SAMEA2621092_METAG_COOHPKLC ,Alteromonas,Alteromonas sp. COOHPKLC ,,,,,,,,2701517,,500,,,,,,,800,4.1882,,,,Alteromonas_sp_SAMEA2621092,Alteromonas sp.,-20.4075,-3.1641,17,,,55.82,0.98,N,50.92,MAG,,
JEDFGNEM,Bacteria,,,,,TARA_SAMEA2621092_METAG_JEDFGNEM ,Alteromonas,Alteromonas australica JEDFGNEM ,,,,,,,,3528751,,162,,,,,,,800,4.1882,,,,Alteromonas_australica_SAMEA2621092,Alteromonas australica,-20.4075,-3.1641,12,,,74.1,0.4,N,72.1,MAG,,
AKPJHAOI,Bacteria,,,,,TARA_SAMEA2621099_METAG_AKPJHAOI ,Alteromonas,Alteromonas australica AKPJHAOI ,,,,,,,,3574899,,142,,,,,,,800,4.1882,,,,Alteromonas_australica_SAMEA2621099,Alteromonas australica,-20.4075,-3.1641,12,,,44.31,0.4,N,42.31,MAG,,
HKJHHJDF,Bacteria,,,,,TARA_SAMEA2621099_METAG_HKJHHJDF ,Alteromonas,Alteromonas macleodii HKJHHJDF ,,,,,,,,3201526,,419,,,,,,,800,4.1882,,,,Alteromonas_macleodii_SAMEA2621099,Alteromonas macleodii,-20.4075,-3.1641,7,,,27.24,0,N,27.24,MAG,,
LOPADGMB,Bacteria,,,,,TARA_SAMEA2621101_METAG_LOPADGMB ,Alteromonas,Alteromonas australica LOPADGMB ,,,,,,,,3520359,,157,,,,,,,800,4.1882,,,,Alteromonas_australica_SAMEA2621101,Alteromonas australica,-20.4075,-3.1641,11,,,34.13,0,N,34.13,MAG,,
LILFEADH,Bacteria,,,,,TARA_SAMEA2621132_METAG_LILFEADH ,Alteromonas,Alteromonas australica LILFEADH ,,,,,,,,2992823,,649,,,,,,,5,25.0644,,,,Alteromonas_australica_SAMEA2621132,Alteromonas australica,-8.7789,-17.9099,12,,,25.51,0.86,N,21.21,MAG,,
BMEOCPIO,Bacteria,,,,,TARA_SAMEA2621155_METAG_BMEOCPIO ,Alteromonas,Alteromonas australica BMEOCPIO ,,,,,,,,3632790,,159,,,,,,,100,23.6301,,,,Alteromonas_australica_SAMEA2621155,Alteromonas australica,-8.7296,-17.9604,12,,,67.94,0.36,N,66.14,MAG,,
FAPDAFJA,Bacteria,,,,,TARA_SAMEA2621155_METAG_FAPDAFJA ,Alteromonas,Alteromonas macleodii FAPDAFJA ,,,,,,,,3673395,,338,,,,,,,100,23.6301,,,,Alteromonas_macleodii_SAMEA2621155,Alteromonas macleodii,-8.7296,-17.9604,6,,,62.68,1.22,N,56.58,MAG,,
JENGLJNG,Bacteria,,,,,TARA_SAMEA2621176_METAG_JENGLJNG ,Alteromonas,Alteromonas australica JENGLJNG ,,,,,,,,3643705,,154,,,,,,,800,4.6417,,,,Alteromonas_australica_SAMEA2621176,Alteromonas australica,-8.7986,-17.9034,14,,,45.4,0.28,N,44,MAG,,
BCMHBGAK,Bacteria,,,,,TARA_SAMEA2621204_METAG_BCMHBGAK ,Alteromonas,Alteromonas macleodii BCMHBGAK ,,,,,,,,2817236,,479,,,,,,,5,23.3748,,,,Alteromonas_macleodii_SAMEA2621204,Alteromonas macleodii,-20.9354,-35.1803,6,,,27.94,0.16,N,27.14,MAG,,
JIFCLNHI,Bacteria,,,,,TARA_SAMEA2621204_METAG_JIFCLNHI ,Alteromonas,Alteromonas australica JIFCLNHI ,,,,,,,,3071291,,555,,,,,,,5,23.3748,,,,Alteromonas_australica_SAMEA2621204,Alteromonas australica,-20.9354,-35.1803,11,,,25.08,0,N,25.08,MAG,,
CLGIMKPC,Bacteria,,,,,TARA_SAMEA2622695_METAG_CLGIMKPC ,Alteromonas,Alteromonas macleodii CLGIMKPC ,,,,,,,,3516483,,343,,,,,,,115,24.6614,,,,Alteromonas_macleodii_SAMEA2622695,Alteromonas macleodii,-9.0063,-139.1394,7,,,27.66,0,N,27.66,MAG,,
ILPHFPJJ,Bacteria,,,,,TARA_SAMEA2622695_METAG_ILPHFPJJ ,Alteromonas,Alteromonas australica ILPHFPJJ ,,,,,,,,3680788,,129,,,,,,,115,24.6614,,,,Alteromonas_australica_SAMEA2622695,Alteromonas australica,-9.0063,-139.1394,14,,,75.69,0.3,N,74.19,MAG,,
NDMJOCCC,Bacteria,,,,,TARA_SAMEA2622695_METAG_NDMJOCCC ,Alteromonas,Alteromonas sp. NDMJOCCC ,,,,,,,,4067796,,153,,,,,,,115,24.6614,,,,Alteromonas_sp_SAMEA2622695,Alteromonas sp.,-9.0063,-139.1394,16,,,80.2,0.3,N,78.7,MAG,,
FJMHLBNK,Bacteria,,,,,TARA_SAMEA2622696_METAG_FJMHLBNK ,Alteromonas,Alteromonas australica FJMHLBNK ,,,,,,,,3960586,,84,,,,,,,115,24.6614,,,,Alteromonas_australica_SAMEA2622696,Alteromonas australica,-9.0063,-139.1394,14,,,80.96,0.68,N,77.56,MAG,,
EBHOLINI,Bacteria,,,,,TARA_SAMEA2621232_METAG_EBHOLINI ,Alteromonas,Alteromonas macleodii EBHOLINI ,,,,,,,,3192495,,543,,,,,,,800,4.6643,,,,Alteromonas_macleodii_SAMEA2621232,Alteromonas macleodii,-20.9315,-35.1794,7,,,30.17,0,N,30.17,MAG,,
LHMCJHIB,Bacteria,,,,,TARA_SAMEA2621232_METAG_LHMCJHIB ,Alteromonas,Alteromonas australica LHMCJHIB ,,,,,,,,3665461,,165,,,,,,,800,4.6643,,,,Alteromonas_australica_SAMEA2621232,Alteromonas australica,-20.9315,-35.1794,12,,,64.42,0.36,N,62.62,MAG,,
MFCNHMLF,Bacteria,,,,,TARA_SAMEA2621242_METAG_MFCNHMLF ,Alteromonas,Alteromonas australica MFCNHMLF ,,,,,,,,3518948,,186,,,,,,,800,4.6643,,,,Alteromonas_australica_SAMEA2621242,Alteromonas australica,-20.9315,-35.1794,12,,,33.7,0,N,33.7,MAG,,
MFMAAAAC,Bacteria,,,,,TARA_SAMEA2621204_METAG_MFMAAAAC ,Alteromonas,Alteromonas sp. MFMAAAAC ,,,,,,,,2571769,,580,,,,,,,5,23.3748,,,,Alteromonas_sp_SAMEA2621204,Alteromonas sp.,-20.9354,-35.1803,17,,,26.53,0,N,26.53,MAG,,
ANKHBPBN,Bacteria,,,,,TARA_SAMEA2621216_METAG_ANKHBPBN ,Alteromonas,Alteromonas australica ANKHBPBN ,,,,,,,,3878871,,113,,,,,,,150,21.166,,,,Alteromonas_australica_SAMEA2621216,Alteromonas australica,-21.0292,-35.3498,13,,,80.57,0.8,N,76.57,MAG,,
KOELIADL,Bacteria,,,,,TARA_SAMEA2621216_METAG_KOELIADL ,Alteromonas,Alteromonas sp. KOELIADL ,,,,,,,,4365331,,127,,,,,,,150,21.166,,,,Alteromonas_sp_SAMEA2621216,Alteromonas sp.,-21.0292,-35.3498,17,,,90.85,0.3,N,89.35,MAG,,
NKFAIACL,Bacteria,,,,,TARA_SAMEA2621222_METAG_NKFAIACL ,Alteromonas,Alteromonas sp. NKFAIACL ,,,,,,,,3392734,,577,,,,,,,150,21.166,,,,Alteromonas_sp_SAMEA2621222,Alteromonas sp.,-21.0292,-35.3498,17,,,33.19,0.43,N,31.04,MAG,,
POCDJBFE,Bacteria,,,,,TARA_SAMEA2621260_METAG_POCDJBFE ,Alteromonas,Alteromonas macleodii POCDJBFE ,,,,,,,,3495324,,411,,,,,,,5,20.0778,,,,Alteromonas_macleodii_SAMEA2621260,Alteromonas macleodii,-30.1367,-43.2899,6,,,75.06,0.56,N,72.26,MAG,,
MNDFFPHI,Bacteria,,,,,TARA_SAMEA2621287_METAG_MNDFFPHI ,Alteromonas,Alteromonas macleodii MNDFFPHI ,,,,,,,,2664239,,562,,,,,,,800,5.8232,,,,Alteromonas_macleodii_SAMEA2621287,Alteromonas macleodii,-30.1471,-43.2915,7,,,27.58,0,N,27.58,MAG,,
EFHEAJNM,Bacteria,,,,,TARA_SAMEA2621295_METAG_EFHEAJNM ,Alteromonas,Alteromonas australica EFHEAJNM ,,,,,,,,3545636,,376,,,,,,,800,5.8232,,,,Alteromonas_australica_SAMEA2621295,Alteromonas australica,-30.1471,-43.2915,12,,,31.54,0,N,31.54,MAG,,
ACNBNNHJ,Bacteria,,,,,TARA_SAMEA2621423_METAG_ACNBNNHJ ,Alteromonas,Alteromonas macleodii ACNBNNHJ ,,,,,,,,4403736,,119,,,,,,,40,7.1549,,,,Alteromonas_macleodii_SAMEA2621423,Alteromonas macleodii,-47.2007,-57.9446,6,,,99.28,0.28,N,97.88,MAG,,
JEJEPAEM,Bacteria,,,,,TARA_SAMEA2621487_METAG_JEJEPAEM ,Alteromonas,Alteromonas sp. JEJEPAEM ,,,,,,,,4331054,,103,,,,,,,5,1.9034,,,,Alteromonas_sp_SAMEA2621487,Alteromonas sp.,-60.2287,-60.6476,17,,,98.22,0.3,N,96.72,MAG,,
AKPKIDGA,Bacteria,,,,,TARA_SAMEA2621779_METAG_AKPKIDGA ,Alteromonas,Alteromonas australica AKPKIDGA ,,,,,,,,3552203,,436,,,,,,,5,18.123,,,,Alteromonas_australica_SAMEA2621779,Alteromonas australica,-34.0614,-73.1066,13,,,70.95,1.2,N,64.95,MAG,,
BKOBJOML,Bacteria,,,,,TARA_SAMEA2621779_METAG_BKOBJOML ,Alteromonas,Alteromonas sp. BKOBJOML ,,,,,,,,3509617,,285,,,,,,,5,18.123,,,,Alteromonas_sp_SAMEA2621779_BKOBJOML,Alteromonas sp.,-34.0614,-73.1066,17,,,80.97,0.3,N,79.47,MAG,,
DHJPEKIP,Bacteria,,,,,TARA_SAMEA2621779_METAG_DHJPEKIP ,Alteromonas,Alteromonas sp. DHJPEKIP ,,,,,,,,4058686,,708,,,,,,,5,18.123,,,,Alteromonas_sp_SAMEA2621779,Alteromonas sp.,-34.0614,-73.1066,19,,,68.7,3.14,N,53,MAG,,
NKJCGLGA,Bacteria,,,,,TARA_SAMEA2621812_METAG_NKJCGLGA ,Alteromonas,Alteromonas australica NKJCGLGA ,,,,,,,,2835651,,547,,,,,,,35,15.3769,,,,Alteromonas_australica_SAMEA2621812,Alteromonas australica,-33.9116,-73.0537,12,,,26.96,0.86,N,22.66,MAG,,
MGLIPNEN,Bacteria,,,,,TARA_SAMEA2621839_METAG_MGLIPNEN ,Alteromonas,Alteromonas sp. MGLIPNEN ,,,,,,,,3258483,,277,,,,,,,5,21.1216,,,,Alteromonas_sp_SAMEA2621839,Alteromonas sp.,-32.7971,-87.0693,17,,,80.36,0.4,N,78.36,MAG,,
PGLOPPIJ,Bacteria,,,,,TARA_SAMEA2621839_METAG_PGLOPPIJ ,Alteromonas,Alteromonas macleodii PGLOPPIJ ,,,,,,,,4121708,,271,,,,,,,5,21.1216,,,,Alteromonas_macleodii_SAMEA2621839,Alteromonas macleodii,-32.7971,-87.0693,4,,,93.74,1.1,N,88.24,MAG,,
DBDFGENL,Bacteria,,,,,TARA_SAMEA2622048_METAG_DBDFGENL ,Alteromonas,Alteromonas australica DBDFGENL ,,,,,,,,3117479,,525,,,,,,,488,7.9684,,,,Alteromonas_australica_SAMEA2622048,Alteromonas australica,-25.8076,-111.6906,12,,,26.72,0,N,26.72,MAG,,
IMLALHCJ,Bacteria,,,,,TARA_SAMEA2622048_METAG_IMLALHCJ ,Alteromonas,Alteromonas sp. IMLALHCJ ,,,,,,,,3633507,,523,,,,,,,488,7.9684,,,,Alteromonas_sp_SAMEA2622048,Alteromonas sp.,-25.8076,-111.6906,17,,,81.33,1.4,N,74.33,MAG,,
LMCNBJON,Bacteria,,,,,TARA_SAMEA2622074_METAG_LMCNBJON ,Alteromonas,Alteromonas australica LMCNBJON ,,,,,,,,3007821,,596,,,,,,,5,23.8893,,,,Alteromonas_australica_SAMEA2622074,Alteromonas australica,-21.146,-104.787,11,,,64.61,1.12,N,59.01,MAG,,
CBGOIALJ,Bacteria,,,,,TARA_SAMEA2622097_METAG_CBGOIALJ ,Alteromonas,Alteromonas australica CBGOIALJ ,,,,,,,,4131172,,89,,,,,,,5,25.3495,,,,Alteromonas_australica_SAMEA2622097,Alteromonas australica,-13.0023,-95.9759,14,,,79.11,0.31,N,77.56,MAG,,
CJDFGJHP,Bacteria,,,,,TARA_SAMEA2622097_METAG_CJDFGJHP ,Alteromonas,Alteromonas macleodii CJDFGJHP ,,,,,,,,4184923,,156,,,,,,,5,25.3495,,,,Alteromonas_macleodii_SAMEA2622097,Alteromonas macleodii,-13.0023,-95.9759,6,,,75.58,0.14,N,74.88,MAG,,
HBPMPIGL,Bacteria,,,,,TARA_SAMEA2622097_METAG_HBPMPIGL ,Alteromonas,Alteromonas sp. HBPMPIGL ,,,,,,,,4240179,,88,,,,,,,5,25.3495,,,,Alteromonas_sp_SAMEA2622097,Alteromonas sp.,-13.0023,-95.9759,16,,,96.18,0.12,N,95.58,MAG,,
AHJCKKBI,Bacteria,,,,,TARA_SAMEA2622119_METAG_AHJCKKBI ,Alteromonas,Alteromonas australica AHJCKKBI ,,,,,,,,4136482,,68,,,,,,,50,22.5967,,,,Alteromonas_australica_SAMEA2622119,Alteromonas australica,-12.9723,-96.0122,14,,,82.79,0.35,N,81.04,MAG,,
BOODJKMH,Bacteria,,,,,TARA_SAMEA2622119_METAG_BOODJKMH ,Alteromonas,Alteromonas macleodii BOODJKMH ,,,,,,,,3869784,,312,,,,,,,50,22.5967,,,,Alteromonas_macleodii_SAMEA2622119,Alteromonas macleodii,-12.9723,-96.0122,8,,,57.29,0.36,N,55.49,MAG,,
IIKHAJAF,Bacteria,,,,,TARA_SAMEA2622149_METAG_IIKHAJAF ,Alteromonas,Alteromonas australica IIKHAJAF ,,,,,,,,4062603,,71,,,,,,,177,12.8064,,,,Alteromonas_australica_SAMEA2622149,Alteromonas australica,-12.9794,-96.0232,14,,,82.46,0.35,N,80.71,MAG,,
NNHLKHHL,Bacteria,,,,,TARA_SAMEA2622149_METAG_NNHLKHHL ,Alteromonas,Alteromonas macleodii NNHLKHHL ,,,,,,,,3725278,,326,,,,,,,177,12.8064,,,,Alteromonas_macleodii_SAMEA2622149,Alteromonas macleodii,-12.9794,-96.0232,8,,,58.38,0.36,N,56.58,MAG,,
PCNPJDCB,Bacteria,,,,,TARA_SAMEA2622149_METAG_PCNPJDCB ,Alteromonas,Alteromonas sp. PCNPJDCB ,,,,,,,,3676024,,389,,,,,,,177,12.8064,,,,Alteromonas_sp_SAMEA2622149,Alteromonas sp.,-12.9794,-96.0232,16,,,74.87,0.69,N,71.42,MAG,,
BDHOEKBL,Bacteria,,,,,TARA_SAMEA2622197_METAG_BDHOEKBL ,Alteromonas,Alteromonas macleodii BDHOEKBL ,,,,,,,,3086717,,403,,,,,,,480,9.1374,,,,Alteromonas_macleodii_SAMEA2622197,Alteromonas macleodii,-5.261,-85.1678,7,,,64.82,0.92,N,60.22,MAG,,
COANOGOL,Bacteria,,,,,TARA_SAMEA2622197_METAG_COANOGOL ,Alteromonas,Alteromonas australica COANOGOL ,,,,,,,,3549578,,412,,,,,,,480,9.1374,,,,Alteromonas_australica_SAMEA2622197,Alteromonas australica,-5.261,-85.1678,,,,25.94,0,N,25.94,MAG,,
GALLFCOI,Bacteria,,,,,TARA_SAMEA2622197_METAG_GALLFCOI ,Alteromonas,Alteromonas sp. GALLFCOI ,,,,,,,,4101875,,136,,,,,,,480,9.1374,,,,Alteromonas_sp_SAMEA2622197,Alteromonas sp.,-5.261,-85.1678,17,,,90.61,0.3,N,89.11,MAG,,
IJFLGBIM,Bacteria,,,,,TARA_SAMEA2622219_METAG_IJFLGBIM ,Alteromonas,Alteromonas sp. IJFLGBIM ,,,,,,,,2354370,,482,,,,,,,40,19.7812,,,,Alteromonas_sp_SAMEA2622219,Alteromonas sp.,-5.2669,-85.2732,17,,,29.69,0.33,N,28.04,MAG,,
OLKBBLOM,Bacteria,,,,,TARA_SAMEA2622219_METAG_OLKBBLOM ,Alteromonas,Alteromonas macleodii OLKBBLOM ,,,,,,,,3791331,,329,,,,,,,40,19.7812,,,,Alteromonas_macleodii_SAMEA2622219,Alteromonas macleodii,-5.2669,-85.2732,6,,,87.01,0.26,N,85.71,MAG,,
IANBPKNL,Bacteria,,,,,TARA_SAMEA2622336_METAG_IANBPKNL ,Alteromonas,Alteromonas macleodii IANBPKNL ,,,,,,,,4415572,,97,,,,,,,30,26.0192,,,,Alteromonas_macleodii_SAMEA2622336,Alteromonas macleodii,2.0299,-84.5546,6,,,99.47,0.08,N,99.07,MAG,,
MMNPPCIF,Bacteria,,,,,TARA_SAMEA2622357_METAG_MMNPPCIF ,Alteromonas,Alteromonas macleodii MMNPPCIF ,,,,,,,,4068253,,248,,,,,,,30,26.0192,,,,Alteromonas_macleodii_SAMEA2622357,Alteromonas macleodii,2.0299,-84.5546,4,,,92.42,1.52,N,84.82,MAG,,
AJKIKLCN,Bacteria,,,,,TARA_SAMEA2622362_METAG_AJKIKLCN ,Alteromonas,Alteromonas sp. AJKIKLCN ,,,,,,,,2598641,,461,,,,,,,380,11.1424,,,,Alteromonas_sp_SAMEA2622362,Alteromonas sp.,2.0649,-84.5546,16,,,54.48,0.92,N,49.88,MAG,,
BHCALEEO,Bacteria,,,,,TARA_SAMEA2622376_METAG_BHCALEEO ,Alteromonas,Alteromonas macleodii BHCALEEO ,,,,,,,,4252404,,145,,,,,,,5,23.8882,,,,Alteromonas_macleodii_SAMEA2622376,Alteromonas macleodii,-2.0133,-84.589,6,,,92.48,0.21,N,91.43,MAG,,
LCDBHBPD,Bacteria,,,,,TARA_SAMEA2622376_METAG_LCDBHBPD ,Alteromonas,Alteromonas sp. LCDBHBPD ,,,,,,,,3634851,,319,,,,,,,5,23.8882,,,,Alteromonas_sp_SAMEA2622376,Alteromonas sp.,-2.0133,-84.589,16,,,88.05,0.88,N,83.65,MAG,,
IKPHBABN,Bacteria,,,,,TARA_SAMEA2622402_METAG_IKPHBABN ,Alteromonas,Alteromonas australica IKPHBABN ,,,,,,,,4110807,,61,,,,,,,50,22.0398,,,,Alteromonas_australica_SAMEA2622402,Alteromonas australica,-1.9002,-84.6265,14,,,86.14,0.31,N,84.59,MAG,,
LANBCGIM,Bacteria,,,,,TARA_SAMEA2622402_METAG_LANBCGIM ,Alteromonas,Alteromonas macleodii LANBCGIM ,,,,,,,,4051939,,241,,,,,,,50,22.0398,,,,Alteromonas_macleodii_SAMEA2622402,Alteromonas macleodii,-1.9002,-84.6265,6,,,33.27,0,N,33.27,MAG,,
FNNAGCCN,Bacteria,,,,,TARA_SAMEA2622429_METAG_FNNAGCCN ,Alteromonas,Alteromonas macleodii FNNAGCCN ,,,,,,,,3438295,,352,,,,,,,380,10.0824,,,,Alteromonas_macleodii_SAMEA2622429,Alteromonas macleodii,-1.8902,-84.6141,7,,,69.1,0.04,N,68.9,MAG,,
LGIPLECH,Bacteria,,,,,TARA_SAMEA2622429_METAG_LGIPLECH ,Alteromonas,Alteromonas sp. LGIPLECH ,,,,,,,,2872152,,601,,,,,,,380,10.0824,,,,Alteromonas_sp_SAMEA2622429,Alteromonas sp.,-1.8902,-84.6141,16,,,59.32,0.18,N,58.42,MAG,,
OEBMNELG,Bacteria,,,,,TARA_SAMEA2622478_METAG_OEBMNELG ,Alteromonas,Alteromonas macleodii OEBMNELG ,,,,,,,,4330769,,181,,,,,,,90,19.7833,,,,Alteromonas_macleodii_SAMEA2622478,Alteromonas macleodii,-16.9587,-100.6751,5,,,98.08,0.35,N,96.33,MAG,,
AGKMCDCN,Bacteria,,,,,TARA_SAMEA2622499_METAG_AGKMCDCN ,Alteromonas,Alteromonas macleodii AGKMCDCN ,,,,,,,,4130226,,275,,,,,,,350,10.6989,,,,Alteromonas_macleodii_SAMEA2622499,Alteromonas macleodii,-16.9486,-100.6715,5,,,81.24,0.46,N,78.94,MAG,,
BNLJGNGC,Bacteria,,,,,TARA_SAMEA2622499_METAG_BNLJGNGC ,Alteromonas,Alteromonas australica BNLJGNGC ,,,,,,,,3909694,,245,,,,,,,350,10.6989,,,,Alteromonas_australica_SAMEA2622499,Alteromonas australica,-16.9486,-100.6715,11,,,33.27,0,N,33.27,MAG,,
